"ID","Handle","Command","Title","Body HTML","Sort Order","Template Suffix","Updated At","Published","Published At","Published Scope","Image Src","Image Width","Image Height","Image Alt Text","Row #","Top Row","Must Match","Rule: Product Column","Rule: Relation","Rule: Condition","Products Count","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: collection.marketing_h1 [single_line_text_field]","Metafield: collection.sub_categories [list.collection_reference]","Metafield: collection.parent_category [collection_reference]","Metafield: collection.child_collections [list.collection_reference]","Metafield: collection.collection_bottom_description [list.metaobject_reference]","Metafield: collection.below_category_content [rich_text_field]","Metafield: collection.promo_block_1 [metaobject_reference]","Metafield: collection.promo_block_2 [metaobject_reference]","Metafield: collection.promo_block_3 [metaobject_reference]","Metafield: collection.promo_block_4 [metaobject_reference]"
"310342189193","spring-summer-2023","MERGE","Spring/Summer 2023","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","104","true","all conditions","Tag","Equals","spring-summer-2023","13","","","","","","","","","","","",""
"310342221961","menscasual","MERGE","menscasual","","Manual","","2025-10-16 11:52:36 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","105","true","all conditions","Tag","Equals","menscasual","0","","","","","","","","","","","",""
"310342254729","forza-runner","MERGE","Forza Runner","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","106","true","all conditions","Tag","Equals","forza-runner","4","","","","","","","","","","","",""
"310342287497","scrambler-mid","MERGE","Scrambler Mid","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","107","true","all conditions","Tag","Equals","scrambler-mid","3","","","","","","","","","","","",""
"310342320265","fall-winter-2022","MERGE","Fall/Winter 2022","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","108","true","all conditions","Tag","Equals","fall-winter-2022","8","","","","","","","","","","","",""
"310342353033","born-to-run","MERGE","Born To Run","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","109","true","all conditions","Tag","Equals","born-to-run","2","","","","","","","","","","","",""
"310342385801","glenn","MERGE","Glenn","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","110","true","all conditions","Tag","Equals","glenn","1","","","","","","","","","","","",""
"310342418569","gracie","MERGE","Gracie","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","111","true","all conditions","Tag","Equals","gracie","2","","","","","","","","","","","",""
"310342451337","scrambler-low","MERGE","Scrambler Low","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","112","true","all conditions","Tag","Equals","scrambler-low","7","","","","","","","","","","","",""
"310342484105","mesa-trail-ii","MERGE","Mesa Trail II","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","113","true","all conditions","Tag","Equals","mesa-trail-ii","5","","","","","","","","","","","",""
"310342516873","prio-suede","MERGE","Prio Suede","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","114","true","all conditions","Tag","Equals","prio-suede","3","","","","","","","","","","","",""
"310342549641","terraflex-ii","MERGE","Terraflex II","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","115","true","all conditions","Tag","Equals","terraflex-ii","3","","","","","","","","","","","",""
"310342582409","kelso","MERGE","Kelso","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","116","true","all conditions","Tag","Equals","kelso","3","","","","","","","","","","","",""
"310342615177","pagosa","MERGE","Pagosa","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","117","true","all conditions","Tag","Equals","pagosa","6","","","","","","","","","","","",""
"310342647945","sunrise","MERGE","Sunrise","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","118","true","all conditions","Tag","Equals","sunrise","4","","","","","","","","","","","",""
"310342680713","womenscasual","MERGE","womenscasual","","Manual","","2025-10-16 11:52:54 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","119","true","all conditions","Tag","Equals","womenscasual","0","","","","","","","","","","","",""
"310342713481","ridgeway","MERGE","Ridgeway","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","120","true","all conditions","Tag","Equals","ridgeway","3","","","","","","","","","","","",""
"310342746249","summer23clearance","MERGE","Summer 23 Clearance","","Manual","","2025-10-13 20:33:18 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","121","true","all conditions","Tag","Equals","summer23clearance","0","","","","","","","","","","","",""
"310342779017","speed-force-ii","MERGE","Speed Force II","","Manual","","2025-10-15 06:50:18 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","122","true","all conditions","Tag","Equals","speed-force-ii","2","","","","","","","","","","","",""
"310342811785","forza-trainer","MERGE","Forza Trainer","<p>The Xero Shoes Forza training shoe has a heel-and-instep lockdown strap for a secure feel and midfoot strap for lateral stability.</p>","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","123","true","all conditions","Tag","Equals","forza-trainer","4","","","","","","","","","","","",""
"310342844553","tari","MERGE","Tari","","Manual","","2025-10-16 11:52:12 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","124","true","all conditions","Tag","Equals","tari","0","","","","","","","","","","","",""
"310342877321","spring-summer-2024","MERGE","Spring/Summer 2024","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","125","true","all conditions","Tag","Equals","spring-summer-2024","13","","","","","","","","","","","",""
"310342910089","born-to-run-favorite-shoes","MERGE","Born to Run Favorite Shoes","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","126","true","all conditions","Tag","Equals","born-to-run-favorite-shoes","10","","","","","","","","","","","",""
"310342942857","prio-neo","MERGE","Prio Neo","<p>Xero Shoes Prio Neo is built for everything you do.</p>

<p>Whether you’re working, playing, or resting, the Prio Neo’s barefoot design lets you do it in comfort.</p>","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","127","true","all conditions","Tag","Equals","prio-neo","4","","","","","","","","","","","",""
"310342975625","40-off","MERGE","40% off","","Manual","","2025-10-20 13:16:52 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","128","true","all conditions","Tag","Equals","40-off","3","","","","","","","","","","","",""
"310343008393","nexus-knit","MERGE","Nexus Knit","<p>Lightweight, flexible, and foot-shaped with a breathable, 3D-knit upper, the Nexus Knit brings unparalleled comfort to your workouts and your leisure activities.</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","129","true","all conditions","Tag","Equals","nexus-knit","4","","","","","","","","","","","",""
"310343041161","70-off","MERGE","70% off","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","130","true","all conditions","Tag","Equals","70-off","7","","","","","","","","","","","",""
"310343073929","30-off","MERGE","30% off","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","131","true","all conditions","Tag","Equals","30-off","2","","","","","","","","","","","",""
"310343106697","10-off","MERGE","10% off","","Manual","","2025-10-21 13:17:58 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","132","true","all conditions","Tag","Equals","10-off","1","","","","","","","","","","","",""
"310343139465","60-off","MERGE","60% off","","Manual","","2025-10-16 11:53:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","133","true","all conditions","Tag","Equals","60-off","0","","","","","","","","","","","",""
"310343172233","hfs-ii","MERGE","HFS II","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","134","true","all conditions","Tag","Equals","hfs-ii","6","","","","","","","","","","","",""
"310343205001","20-off","MERGE","20% off","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","135","true","all conditions","Tag","Equals","20-off","1","","","","","","","","","","","",""
"310343237769","50-off","MERGE","50% off","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:57 +0200","web","","","","","136","true","all conditions","Tag","Equals","50-off","4","","","","","","","","","","","",""
"310343270537","ridgeway-mesh-low","MERGE","Ridgeway Mesh Low","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","137","true","all conditions","Tag","Equals","ridgeway-mesh-low","3","","","","","","","","","","","",""
"310343303305","xero-shoes-accessories","MERGE","Xero Shoes Accessories","","Manual","","2025-10-16 11:52:00 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","138","true","all conditions","Tag","Equals","xero-shoes-accessories","0","","","","","","","","","","","",""
"310343368841","ridgeway-chelsea","MERGE","Ridgeway Chelsea","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","139","true","all conditions","Tag","Equals","ridgeway-chelsea","2","","","","","","","","","","","",""
"310343401609","scrambler-mid-ii","MERGE","Scrambler Mid II","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","140","true","all conditions","Tag","Equals","scrambler-mid-ii","2","","","","","","","","","","","",""
"310343434377","womens-featured-deals","MERGE","Women's Featured Deals","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","141","true","all conditions","Tag","Equals","womens-featured-deals","5","","","","","","","","","","","",""
"310343336073","waterproof","MERGE","Waterproof","<p>Xero Shoes waterproof shoes and boots keep your feet dry and comfortable no matter where your adventure takes you.</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","142","true","all conditions","Tag","Equals","waterproof","19","","","Waterproof Barefoot Shoes & Boots","waterproof","","waterproof-mens, waterproof-womens","","","","","",""
"310343467145","top-rated","MERGE","Top Rated","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","143","true","all conditions","Tag","Equals","top-rated","3","","","","","","","","","","","",""
"310343499913","mens-featured-deals","MERGE","Men's Featured Deals","","Manual","","2025-10-23 13:18:13 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","144","true","all conditions","Tag","Equals","mens-featured-deals","4","","","","","","","","","","","",""
"310343532681","x1","MERGE","X1","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","145","true","all conditions","Tag","Equals","x1","4","","","","","","","","","","","",""
"310343565449","dillon-canvas-slip-on","MERGE","Dillon Canvas Slip-On","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","146","true","all conditions","Tag","Equals","dillon-canvas-slip-on","6","","","","","","","","","","","",""
"310343598217","dillon-leather","MERGE","Dillon Leather","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","147","true","all conditions","Tag","Equals","dillon-leather","2","","","","","","","","","","","",""
"310343630985","scrambler-mid-ii-wp","MERGE","Scrambler Mid II WP","","Manual","","2025-10-21 13:17:58 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","148","true","all conditions","Tag","Equals","scrambler-mid-ii-wp","2","","","","","","","","","","","",""
"310343663753","x1-womens","MERGE","Basketball","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","149","true","all conditions","Tag","Equals","x1-womens","2","","","","","","","","","","","",""
"310343696521","new-fall-2024-boots","MERGE","New Fall 2024 Boots","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","150","true","all conditions","Tag","Equals","new-fall-2024-boots","3","","","","","","","","","","","",""
"310343729289","fall-winter-2024","MERGE","Fall/Winter 2024","<p>Step up your fall wardrobe with new Xero Shoes</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","151","true","all conditions","Tag","Equals","fall-winter-2024","6","","","","","","","","","","","",""
"310343762057","x1-mens","MERGE","Basketball","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","152","true","all conditions","Tag","Equals","x1-mens","2","","","","","","","","","","","",""
"310343794825","h-trail","MERGE","H-Trail","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","153","true","all conditions","Tag","Equals","h-trail","4","","","","","","","","","","","",""
"310343827593","casual","MERGE","Casual","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","154","true","all conditions","Tag","Equals","casual","35","","","","","shoes","","","","","","",""
"310343860361","d-trail","MERGE","D-Trail","","Manual","","2025-10-16 11:50:35 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","155","true","all conditions","Tag","Equals","d-trail","0","","","","","","","","","","","",""
"310343893129","big-kids","MERGE","Big Kids (C12-Y4)","<p>Find the perfect fit for older children (12C-4Y)</p>","Manual","","2025-10-17 07:09:37 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","156","true","all conditions","Tag","Equals","big-kids","5","","","Big Kids","kids, little-kids, big-kids","kids","","","","","","",""
"310343925897","winter","MERGE","Winter Barefoot Boots & Shoes","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","157","true","all conditions","Tag","Equals","winter","4","","","","","","","","","","","",""
"310343958665","save-more","MERGE","Save More","<p>Save up to 70% off!</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","158","true","all conditions","Tag","Equals","save-more","44","","","","","","","","","","","",""
"310343991433","so-long-2024","MERGE","So Long 2024 Sale","Up to <span class=""notion-enable-hover"" data-token-index=""2"">70% off</span> select styles<!-- notionvc: 45916620-d743-4690-8ed8-7caa9c817ca6 -->","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","159","true","all conditions","Tag","Equals","so-long-2024","115","","","","","","","","","","","",""
"310344024201","wynn","MERGE","Wynn","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","160","true","all conditions","Tag","Equals","wynn","2","","","","","","","","","","","",""
"310344056969","hiking","MERGE","Hiking","<p>From foothills to mountaintops - explore in confidence with lightweight, durable hikers.</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","161","true","all conditions","Tag","Equals","hiking","37","","","","","shoes","","","","","","",""
"310344056969","hiking","MERGE","Hiking","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","162","","","Title","Not Contains","clearance","37","","","","","","","","","","","",""
"310344089737","casual-sandals","MERGE","Casual","","Manual","","2025-10-17 07:50:38 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","163","true","all conditions","Tag","Equals","casual-sandals","2","","","","","sandals","","","","","","",""
"310344122505","sportsandals","MERGE","Sport Sandals","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","164","true","all conditions","Tag","Equals","sportsandals","13","","","","","sandals","","","","","","",""
"310344155273","shoes-running-fitness","MERGE","Running/Fitness","","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","165","true","all conditions","Tag","Equals","shoes-running-fitness","9","","","","","shoes","","","","","","",""
"310344188041","back-to-school","MERGE","Back to School","<p>From pre-K to parent-teacher conferences, we've got barefoot shoes for every age — designed for comfort, durability, and confidence in the classroom.</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","166","true","all conditions","Tag","Equals","back-to-school","12","","","","","","","","","","","",""
"310344220809","classics","MERGE","Classics","<span style=""font-weight: 400"">Originals for a Reason! T</span><span style=""font-weight: 400"">hese shoes aren’t just comfortable—they’re the ones people come back to over and over again. Because when something works, you stick with it.</span>","Manual","","2025-10-21 13:18:02 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","167","true","all conditions","Tag","Equals","classics","1","","","","","","","","","","","",""
"310344253577","huarache-sandals","MERGE","Huarache-style sandals","Minimalist Sandals are mankind’s oldest footwear, with examples that are thousands of years old.

They’re also the simplest — something to protect your soles, plus some way to hold that protection onto your foot.

Don’t confuse huaraches style sandals with flip flops. I’ll explain why in the <a href=""#ewd-ufaq-faq-list"">FAQ section</a> further down the page.","Manual","","2025-10-23 13:18:13 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","168","true","all conditions","Tag","Equals","huarache-sandals","6","","","","","sandals","","","","","","",""
"310344286345","hiketrail","MERGE","Hike/Trail","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","169","true","all conditions","Tag","Equals","hiketrail","56","","","","","activity","","","","","","",""
"310344319113","running-fitness","MERGE","Running/Fitness","<p>Your feet are your body’s foundation.</p>
<p>Barefoot-designed running and fitness shoes let your feet move how they’re meant to for natural comfort and peak performance.</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","170","true","all conditions","Tag","Equals","running-fitness","48","","","","","activity","","","","","","",""
"310344351881","lifestyle","MERGE","Lifestyle / Casual","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","171","true","all conditions","Tag","Equals","lifestyle","81","","","","","activity","","","","","","",""
"310344384649","little-kids","MERGE","Little Kids (C6-C11)","<p>Natural movement shoes for healthy, growing feet.</p>","Manual","","2025-10-17 07:09:36 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","172","true","all conditions","Tag","Equals","little-kids","3","","","Little Kids","kids, little-kids, big-kids","kids","","","","","","",""
"310344450185","water","MERGE","Water","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","173","true","all conditions","Tag","Equals","water","24","","","","","activity","","","","","","",""
"310344515721","waterproof-mens","MERGE","Waterproof - Mens","<p>Mens waterproof shoes and boots keep your feet dry and comfortable no matter where your adventure takes you.</p>","Manual","","2025-10-21 13:18:02 +0200","","","web","","","","","174","true","all conditions","Tag","Equals","waterproof-mens","8","","","Men's Barefoot Boots & Shoes","waterproof-mens, waterproof-womens","waterproof","","","","","","",""
"310344548489","spring-summer-2025","MERGE","Spring/Summer 2025","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","175","true","all conditions","Tag","Equals","spring-summer-2025","15","","","","","","","","","","","",""
"310344417417","mens","MERGE","Men's","<p>Our men’s barefoot shoes let you enjoy the natural movement and comfort of being barefoot without actually going barefoot. Browse our selection.</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","176","true","all conditions","Tag","Equals","mens","65","","","","mens","gender","","collection_faqs.barefoot-shoes-for-men-101, collection_faqs.mens-barefoot-footwear-for-every-lifestyle, collection_faqs.how-to-safely-transition-to-barefoot-shoes","","","","",""
"310344417417","mens","MERGE","Men's","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","177","","","Title","Not Contains","clearance","65","","","","","","","","","","","",""
"310344646793","waterproof-womens","MERGE","Waterproof - Womens","<p>Women's waterproof shoes and boots keep your feet dry and comfortable no matter where your adventure takes you.</p>","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:59:15 +0200","web","","","","","178","true","all conditions","Tag","Equals","waterproof-womens","8","","","Women's Barefoot Boots & Shoes","waterproof-mens, waterproof-womens","waterproof","","","","","","",""
"310344482953","womens","MERGE","Women's","<span style=""font-weight: 400"">Our women’s barefoot shoes let you enjoy the natural movement and comfort of being barefoot without actually going barefoot. Browse our selection.</span>","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","179","true","all conditions","Tag","Equals","womens","63","","","","womens","gender","","collection_faqs.barefoot-shoes-for-women-101, collection_faqs.womens-barefoot-footwear-for-every-activity-lifestyle-1, collection_faqs.how-to-safely-transition-to-womens-barefoot-shoes","","","","",""
"310344482953","womens","MERGE","Women's","","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-13 07:58:58 +0200","web","","","","","180","","","Title","Not Contains","clearance","63","","","","","","","","","","","",""
"310486958217","custom-made-xero-shoes","MERGE","Custom-Made Xero Shoes","","Manual","","2025-10-17 07:08:59 +0200","true","2025-10-17 07:08:59 +0200","web","","","","","181","true","all conditions","Tag","Equals","custom-made-xero-shoes","0","","","","","","","","","","","",""
"310486990985","praella-men","MERGE","Praella - Men","<p>Our men’s barefoot shoes let you enjoy the natural movement and comfort of being barefoot without actually going barefoot. Browse our selection.</p>","Best Selling","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:00 +0200","web","","","","","182","true","all conditions","Tag","Equals","mens","79","","","","","","","","","","","",""
"310487023753","umara","MERGE","Umara","","Manual","","2025-10-17 07:09:00 +0200","true","2025-10-17 07:09:00 +0200","web","","","","","183","true","all conditions","Tag","Equals","umara","0","","","","","","","","","","","",""
"310487056521","merch","MERGE","Xero Shoes Merch","","Manual","","2025-10-17 07:09:06 +0200","true","2025-10-17 07:09:00 +0200","web","","","","","184","true","all conditions","Tag","Equals","merch","1","","","","","","","","","","","",""
"310487089289","outsoles","MERGE","Outsoles","","Manual","","2025-10-17 07:09:00 +0200","true","2025-10-17 07:09:00 +0200","web","","","","","185","true","all conditions","Tag","Equals","outsoles","0","","","","","","","","","","","",""
"310487122057","facebook","MERGE","Facebook","","Manual","","2025-10-17 07:09:02 +0200","true","2025-10-17 07:09:02 +0200","web","","","","","186","true","all conditions","Tag","Equals","facebook","0","","","","","","","","","","","",""
"310487154825","vienna","MERGE","Vienna","","Manual","","2025-10-17 07:09:02 +0200","true","2025-10-17 07:09:02 +0200","web","","","","","187","true","all conditions","Tag","Equals","vienna","0","","","","","","","","","","","",""
"310487187593","ipari","MERGE","Ipari","","Manual","","2025-10-17 07:09:02 +0200","true","2025-10-17 07:09:02 +0200","web","","","","","188","true","all conditions","Tag","Equals","ipari","0","","","","","","","","","","","",""
"310487220361","ready-to-wear-barefoot-sandals","MERGE","Ready To Wear Barefoot Sandals","","Manual","","2025-10-23 13:18:13 +0200","true","2025-10-17 07:09:02 +0200","web","","","","","189","true","all conditions","Tag","Equals","ready-to-wear-barefoot-sandals","5","","","","","","","","","","","",""
"310487253129","coalton","MERGE","Coalton","","Manual","","2025-10-17 07:09:02 +0200","true","2025-10-17 07:09:02 +0200","web","","","","","190","true","all conditions","Tag","Equals","coalton","0","","","","","","","","","","","",""
"310487285897","sensori-venture","MERGE","NEW! Sensori Venture","","Manual","","2025-10-17 07:09:03 +0200","true","2025-10-17 07:09:03 +0200","web","","","","","191","true","all conditions","Tag","Equals","sensori-venture","0","","","","","","","","","","","",""
"310487318665","boaty","MERGE","Boaty","","Manual","","2025-10-17 07:09:04 +0200","true","2025-10-17 07:09:04 +0200","web","","","","","192","true","all conditions","Tag","Equals","boaty","0","","","","","","","","","","","",""
"310487351433","ztrek","MERGE","Z-Trek","","Manual","","2025-10-23 13:18:13 +0200","true","2025-10-17 07:09:04 +0200","web","","","","","193","true","all conditions","Tag","Equals","ztrek","3","","","","","","","","","","","",""
"310487384201","venture","MERGE","Venture","","Manual","","2025-10-17 07:09:04 +0200","true","2025-10-17 07:09:04 +0200","web","","","","","194","true","all conditions","Tag","Equals","venture","0","","","","","","","","","","","",""
"310487416969","ztrail","MERGE","Z-Trail","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:04 +0200","web","","","","","195","true","all conditions","Tag","Equals","ztrail","4","","","","","","","","","","","",""
"310487449737","shoe-bundle","MERGE","Shoe Bundle","","Manual","","2025-10-17 07:09:05 +0200","true","2025-10-17 07:09:05 +0200","web","","","","","196","true","all conditions","Tag","Equals","shoe-bundle","0","","","","","","","","","","","",""
"310487482505","pacifica","MERGE","Pacifica","","Manual","","2025-10-17 07:09:05 +0200","true","2025-10-17 07:09:05 +0200","web","","","","","197","true","all conditions","Tag","Equals","pacifica","0","","","","","","","","","","","",""
"310487515273","diy-kits","MERGE","Do-it-yourself Xero Shoes Kits","","Manual","","2025-10-17 07:09:06 +0200","true","2025-10-17 07:09:05 +0200","web","","","","","198","true","all conditions","Tag","Equals","diy-kits","0","","","","","","","","","","","",""
"310487548041","decorations","MERGE","Sandal Decorations","","Manual","","2025-10-17 07:09:06 +0200","true","2025-10-17 07:09:06 +0200","web","","","","","199","true","all conditions","Tag","Equals","decorations","0","","","","","","","","","","","",""
"310487580809","amuri","MERGE","Amuri™ - ready-to-wear barefoot sandals","","Manual","","2025-10-23 13:18:13 +0200","true","2025-10-17 07:09:06 +0200","web","","","","","200","true","all conditions","Tag","Equals","amuri","3","","","","","","","","","","","",""
"310487613577","mens-casual","MERGE","menscasual","","Manual","","2025-10-23 13:18:14 +0200","","","web","","","","","201","true","all conditions","Tag","Equals","mens-casual","32","","","","","","","","","","","",""
"310487646345","spring19","MERGE","spring 19","","Manual","","2025-10-20 13:16:52 +0200","true","2025-10-17 07:09:07 +0200","web","","","","","202","true","all conditions","Tag","Equals","spring19","2","","","","","","","","","","","",""
"310487679113","adult-ztrail","MERGE","Z-Trail-adult","","Manual","","2025-10-17 07:09:08 +0200","true","2025-10-17 07:09:08 +0200","web","","","","","203","true","all conditions","Tag","Equals","adult-ztrail","0","","","","","","","","","","","",""
"310487711881","speedforce","MERGE","Speed Force","","Manual","","2025-10-17 07:09:09 +0200","true","2025-10-17 07:09:09 +0200","web","","","","","204","true","all conditions","Tag","Equals","speedforce","0","","","","","","","","","","","",""
"310487744649","womens-casual","MERGE","womenscasual","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:09 +0200","web","","","","","205","true","all conditions","Tag","Equals","womens-casual","32","","","","","","","","","","","",""
"310487777417","spring2020","MERGE","Spring 2020","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-17 07:09:10 +0200","web","","","","","206","true","all conditions","Tag","Equals","spring2020","3","","","","","","","","","","","",""
"310487810185","nabosotrail","MERGE","Naboso Trail","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-17 07:09:10 +0200","web","","","","","207","true","all conditions","Tag","Equals","nabosotrail","2","","","","","","","","","","","",""
"310487842953","dlhc","MERGE","DayLite Clearance"," 

<strong>Nothing on clearance right now, but we add products to this page periodically, so please check back later!</strong>

 ","Manual","","2025-10-17 07:09:11 +0200","true","2025-10-17 07:09:11 +0200","web","","","","","208","true","all conditions","Tag","Equals","dlhc","0","","","","","","","","","","","",""
"310487875721","onsale","MERGE","On Sale","","Manual","","2025-10-21 13:18:01 +0200","true","2025-10-17 07:09:13 +0200","web","","","","","209","true","all conditions","Tag","Equals","onsale","12","","","","","","","","","","","",""
"310487908489","cozy-life","MERGE","Cozy Life","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:23 +0200","web","","","","","210","true","all conditions","Tag","Equals","cozy-life","9","","","","","","","","","","","",""
"310487941257","women-training","MERGE","Women's Training Shoes","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:24 +0200","web","","","","","211","true","all conditions","Tag","Equals","women-training","8","","","","","","","","","","","",""
"310487974025","adventurer-at-heart","MERGE","Adventurer at Heart","","Manual","","2025-10-23 13:18:14 +0200","true","2025-10-17 07:09:25 +0200","web","","","","","212","true","all conditions","Tag","Equals","adventurer-at-heart","12","","","","","","","","","","","",""
